hour,lmp,year,month,day,temp,hrank
3,30.68,2010,4,6,41.6,18
23,29.47,2010,4,6,44.1,19
1,29.12,2010,4,6,42.5,20
24,23.88,2010,4,6,43.4,21
4,23.71,2010,4,6,41.1,22
6,23.37,2010,4,6,40.3,23
5,22.15,2010,4,6,40.7,24
24,39.6,2010,4,7,43.5,1
21,39.08,2010,4,7,45.5,2
20,37.63,2010,4,7,46.4,3
17,35.27,2010,4,7,49.4,4
18,35.04,2010,4,7,48.6,5
22,34.76,2010,4,7,44.8,6
16,34.31,2010,4,7,49.9,7
19,34.25,2010,4,7,47.5,8
15,34.2,2010,4,7,49.9,9
14,33.86,2010,4,7,49.6,10
13,33.69,2010,4,7,49,11
12,33.62,2010,4,7,48.1,12
11,33.51,2010,4,7,46.9,13
23,33.28,2010,4,7,44.2,14
9,33.17,2010,4,7,43.8,15
10,32.88,2010,4,7,45.5,16
7,30.14,2010,4,7,40.6,17
4,29.56,2010,4,7,41.2,18
8,28.92,2010,4,7,42,19
3,28.29,2010,4,7,41.7,20
5,27.79,2010,4,7,40.8,21
2,25.87,2010,4,7,42.3,22
6,25.82,2010,4,7,40.3,23
1,21.33,2010,4,7,42.6,24
21,46.94,2010,4,8,45.6,1
14,41.59,2010,4,8,49.8,2
13,41.11,2010,4,8,49.2,3
23,40.5,2010,4,8,44.4,4
12,40.1,2010,4,8,48.3,5
22,39.18,2010,4,8,44.9,6
15,39.13,2010,4,8,50,7
17,39.13,2010,4,8,49.4,8
11,38.91,2010,4,8,47.1,9
24,38.57,2010,4,8,43.6,10
18,38.5,2010,4,8,48.7,11
16,38.36,2010,4,8,50,12
8,37.98,2010,4,8,42.2,13
20,36.73,2010,4,8,46.5,14
10,36.64,2010,4,8,45.7,15
9,36.61,2010,4,8,44.1,16
7,34.81,2010,4,8,40.7,17
6,34.79,2010,4,8,40.5,18
19,34.2,2010,4,8,47.6,19
1,33.8,2010,4,8,42.7,20
3,32.53,2010,4,8,41.8,21
2,32.12,2010,4,8,42.4,22
5,30.45,2010,4,8,40.9,23
4,30.17,2010,4,8,41.4,24
12,417.38,2010,4,9,48.7,1
13,309.78,2010,4,9,49.5,2
16,238.76,2010,4,9,50.2,3
14,232.71,2010,4,9,50.1,4
15,206.14,2010,4,9,50.3,5
11,128.93,2010,4,9,47.5,6
9,40.66,2010,4,9,44.4,7
10,40.19,2010,4,9,46.1,8
8,40.13,2010,4,9,42.5,9
21,37.13,2010,4,9,45.9,10
7,36.61,2010,4,9,41,11
20,36.06,2010,4,9,46.7,12
18,36,2010,4,9,48.9,13
17,35.95,2010,4,9,49.7,14
19,34.21,2010,4,9,47.8,15
22,32.44,2010,4,9,45.2,16
23,32.39,2010,4,9,44.6,17
6,31,2010,4,9,40.7,18
1,30.73,2010,4,9,42.9,19
3,30.53,2010,4,9,42.1,20
24,29.95,2010,4,9,43.9,21
5,28.88,2010,4,9,41.1,22
4,26.68,2010,4,9,41.6,23
2,25.1,2010,4,9,42.5,24
22,49.77,2010,4,10,45.5,1
6,47.92,2010,4,10,41,2
23,44.79,2010,4,10,44.9,3
11,39.32,2010,4,10,48,4
24,37.99,2010,4,10,44.2,5
21,37.4,2010,4,10,46.2,6
10,36.79,2010,4,10,46.5,7
12,36.23,2010,4,10,49.1,8
20,33.76,2010,4,10,47,9
13,33.54,2010,4,10,49.9,10
14,32.43,2010,4,10,50.5,11
4,32.3,2010,4,10,41.9,12
9,32.25,2010,4,10,44.8,13
7,32.16,2010,4,10,41.3,14
17,32.07,2010,4,10,50.2,15
16,31.92,2010,4,10,50.6,16
15,31.76,2010,4,10,50.7,17
1,31.64,2010,4,10,43.3,18
3,31.26,2010,4,10,42.3,19
18,31.05,2010,4,10,49.3,20
19,30.65,2010,4,10,48.1,21
8,30.22,2010,4,10,42.8,22
5,30.09,2010,4,10,41.4,23
2,30.01,2010,4,10,42.8,24
21,51.12,2010,4,11,46.3,1
20,50.86,2010,4,11,47.2,2
23,45.03,2010,4,11,45,3
13,44.37,2010,4,11,50.1,4
22,43.14,2010,4,11,45.6,5
4,42.55,2010,4,11,42.2,6
11,41.2,2010,4,11,48.2,7
14,41.15,2010,4,11,50.7,8
12,37.57,2010,4,11,49.3,9
24,36.63,2010,4,11,44.3,10
3,36.29,2010,4,11,42.7,11
18,35.24,2010,4,11,49.6,12
19,33.54,2010,4,11,48.3,13
6,33.45,2010,4,11,41.3,14
1,33.32,2010,4,11,43.6,15
2,33.27,2010,4,11,43.2,16
15,33.12,2010,4,11,50.9,17
10,32.93,2010,4,11,46.7,18
5,32.66,2010,4,11,41.7,19
16,32.63,2010,4,11,50.8,20
9,32.26,2010,4,11,45,21
17,32.15,2010,4,11,50.4,22
8,32.02,2010,4,11,43.1,23
7,31.99,2010,4,11,41.6,24
11,47.51,2010,4,12,48.5,1
14,46.65,2010,4,12,51,2
12,45.59,2010,4,12,49.6,3
13,45.14,2010,4,12,50.4,4
10,45.14,2010,4,12,47,5
15,44.18,2010,4,12,51.3,6
17,41.75,2010,4,12,50.8,7
16,41.54,2010,4,12,51.2,8
9,41,2010,4,12,45.2,9
21,39.81,2010,4,12,46.8,10
20,38.91,2010,4,12,47.6,11
6,37.51,2010,4,12,41.3,12
3,36.95,2010,4,12,42.7,13
18,36.66,2010,4,12,50,14
8,35.56,2010,4,12,43.2,15
22,34,2010,4,12,46.1,16
4,33.96,2010,4,12,42.2,17
19,33.72,2010,4,12,48.7,18
5,33.18,2010,4,12,41.7,19
7,32.12,2010,4,12,41.7,20
1,31.69,2010,4,12,43.7,21
2,31.39,2010,4,12,43.2,22
23,29.79,2010,4,12,45.5,23
24,27.92,2010,4,12,44.8,24
7,45.64,2010,4,13,42.2,1
8,42.92,2010,4,13,43.7,2
20,41.98,2010,4,13,48,3
9,41.36,2010,4,13,45.7,4
10,40.7,2010,4,13,47.5,5
21,40.13,2010,4,13,47.2,6
11,37.33,2010,4,13,49,7
12,36.8,2010,4,13,50.1,8
14,36.79,2010,4,13,51.4,9
15,36.35,2010,4,13,51.7,10
13,36.35,2010,4,13,50.9,11
16,35.96,2010,4,13,51.6,12
18,35.5,2010,4,13,50.3,13
17,35.49,2010,4,13,51.2,14
22,34.66,2010,4,13,46.4,15
19,34.6,2010,4,13,49,16
6,33.59,2010,4,13,41.8,17
1,31.47,2010,4,13,44.1,18
23,30.96,2010,4,13,45.8,19
2,30.27,2010,4,13,43.7,20
24,29.58,2010,4,13,45.1,21
3,29.45,2010,4,13,43.2,22
5,29.43,2010,4,13,42.2,23
4,29.4,2010,4,13,42.6,24
9,46.2,2010,4,14,46.2,1
10,45.3,2010,4,14,48,2
14,43.78,2010,4,14,51.9,3
12,43.16,2010,4,14,50.6,4
8,42.83,2010,4,14,44.2,5
13,42.53,2010,4,14,51.4,6
11,42.28,2010,4,14,49.5,7
21,40.51,2010,4,14,47.6,8
7,40.1,2010,4,14,42.6,9
22,38.88,2010,4,14,46.8,10
15,37.84,2010,4,14,52.1,11
20,37.26,2010,4,14,48.4,12
16,35.74,2010,4,14,52,13
17,35.26,2010,4,14,51.6,14
18,34.91,2010,4,14,50.8,15
19,33.5,2010,4,14,49.5,16
23,32.87,2010,4,14,46.2,17
6,31.23,2010,4,14,42.2,18
24,30.18,2010,4,14,45.5,19
1,28.93,2010,4,14,44.5,20
2,27.14,2010,4,14,44,21
3,23.02,2010,4,14,43.5,22
5,22.47,2010,4,14,42.6,23
4,13.92,2010,4,14,43,24
9,39.74,2010,4,15,46.6,1
21,39.4,2010,4,15,47.8,2
12,39.22,2010,4,15,51,3
13,38.41,2010,4,15,51.8,4
8,38.38,2010,4,15,44.6,5
20,37.66,2010,4,15,48.6,6
22,36.54,2010,4,15,47.1,7
11,36.49,2010,4,15,49.9,8
15,36.44,2010,4,15,52.4,9
10,36.28,2010,4,15,48.4,10
16,35.67,2010,4,15,52.3,11
14,35.65,2010,4,15,52.2,12
7,34.72,2010,4,15,43,13
18,34.61,2010,4,15,51,14
17,34.47,2010,4,15,51.9,15
19,34.28,2010,4,15,49.7,16
23,33.53,2010,4,15,46.5,17
2,32.91,2010,4,15,44.4,18
3,32.15,2010,4,15,43.9,19
4,31.81,2010,4,15,43.3,20
1,31.78,2010,4,15,44.8,21
24,27.74,2010,4,15,45.9,22
5,27.01,2010,4,15,42.9,23
6,23.82,2010,4,15,42.5,24
14,37.07,2010,4,16,52.6,1
13,36.18,2010,4,16,52.2,2
15,36.03,2010,4,16,52.7,3
11,35.87,2010,4,16,50.4,4
17,35.41,2010,4,16,52.2,5
10,35.33,2010,4,16,48.9,6
7,34.9,2010,4,16,43.4,7
12,34.75,2010,4,16,51.5,8
16,34.74,2010,4,16,52.7,9
8,34.46,2010,4,16,45,10
23,34.33,2010,4,16,46.8,11
9,34.29,2010,4,16,47.1,12
18,34.16,2010,4,16,51.4,13
19,33.77,2010,4,16,50,14
20,33.49,2010,4,16,48.9,15
24,33.44,2010,4,16,46.2,16
21,33.27,2010,4,16,48.1,17
22,32.94,2010,4,16,47.4,18
6,26.66,2010,4,16,42.9,19
2,26.61,2010,4,16,44.7,20
3,24.98,2010,4,16,44.2,21
1,24.6,2010,4,16,45.2,22
5,22.23,2010,4,16,43.3,23
4,15.09,2010,4,16,43.7,24
10,37.18,2010,4,17,49.3,1
11,36.67,2010,4,17,50.7,2
12,36.41,2010,4,17,51.7,3
22,35.32,2010,4,17,47.8,4
13,34.85,2010,4,17,52.5,5
9,34.43,2010,4,17,47.4,6
21,34.2,2010,4,17,48.5,7
14,34.18,2010,4,17,52.8,8
20,34.08,2010,4,17,49.3,9
18,33.92,2010,4,17,51.8,10
17,33.88,2010,4,17,52.7,11
23,32.96,2010,4,17,47.2,12
24,32.9,2010,4,17,46.5,13
15,32.83,2010,4,17,53,14
1,32.81,2010,4,17,45.3,15
19,32.7,2010,4,17,50.4,16
16,32.42,2010,4,17,53,17
2,30.59,2010,4,17,45,18
6,30.36,2010,4,17,43.2,19
7,29.07,2010,4,17,43.8,20
8,28.83,2010,4,17,45.4,21
4,25.63,2010,4,17,44,22
3,13.35,2010,4,17,44.5,23
5,13.24,2010,4,17,43.6,24
22,36.73,2010,4,18,48,1
13,34.78,2010,4,18,52.7,2
21,34.65,2010,4,18,48.8,3
12,34.36,2010,4,18,52,4
11,34.3,2010,4,18,51,5
14,34.16,2010,4,18,53.1,6
19,34.1,2010,4,18,50.7,7
23,34.02,2010,4,18,47.4,8
15,33.82,2010,4,18,53.3,9
20,33.78,2010,4,18,49.5,10
16,33.71,2010,4,18,53.2,11
18,33.63,2010,4,18,52,12
17,33.54,2010,4,18,52.9,13
1,32.28,2010,4,18,45.5,14
10,32.11,2010,4,18,49.6,15
24,31.59,2010,4,18,46.8,16
9,31.27,2010,4,18,47.8,17
4,30.11,2010,4,18,44.3,18
3,29.55,2010,4,18,44.8,19
5,28.67,2010,4,18,43.9,20
2,26.7,2010,4,18,45.3,21
6,25.59,2010,4,18,43.5,22
8,22.67,2010,4,18,45.8,23
7,14.98,2010,4,18,44.2,24
10,35.9,2010,4,19,50.1,1
8,35.86,2010,4,19,46.2,2
21,35.75,2010,4,19,49.1,3
9,35.1,2010,4,19,48.2,4
14,34.66,2010,4,19,53.6,5
12,34.59,2010,4,19,52.5,6
11,34.31,2010,4,19,51.5,7
13,34.27,2010,4,19,53.2,8
22,34.05,2010,4,19,48.3,9
16,33.2,2010,4,19,53.7,10
17,33.2,2010,4,19,53.3,11
15,32.94,2010,4,19,53.8,12
7,31.64,2010,4,19,44.6,13
23,31.59,2010,4,19,47.6,14
20,31.41,2010,4,19,49.8,15
19,30.97,2010,4,19,51,16
18,30.6,2010,4,19,52.4,17
24,29.67,2010,4,19,47,18
3,29.46,2010,4,19,45.1,19
4,26.68,2010,4,19,44.6,20
1,25.91,2010,4,19,45.8,21
6,22.95,2010,4,19,43.9,22
5,17.39,2010,4,19,44.2,23
2,15.38,2010,4,19,45.6,24
13,47.1,2010,4,20,53.6,1
14,45.25,2010,4,20,53.9,2
16,44.16,2010,4,20,54.1,3
15,44.1,2010,4,20,54.1,4
11,43.82,2010,4,20,51.9,5
24,41.82,2010,4,20,47.4,6
10,41.43,2010,4,20,50.4,7
17,41.29,2010,4,20,53.8,8
21,41,2010,4,20,49.5,9
22,40.79,2010,4,20,48.7,10
9,40.66,2010,4,20,48.6,11
23,40.24,2010,4,20,48.1,12
20,39.82,2010,4,20,50.3,13
12,39.78,2010,4,20,52.9,14
8,37.7,2010,4,20,46.6,15
7,34.55,2010,4,20,45,16
18,34.49,2010,4,20,52.9,17
19,33.97,2010,4,20,51.5,18
6,31.75,2010,4,20,44.3,19
5,31.25,2010,4,20,44.6,20
2,30.85,2010,4,20,45.9,21
1,30.27,2010,4,20,46.1,22
4,28.99,2010,4,20,44.9,23
3,26.88,2010,4,20,45.4,24
15,85.68,2010,4,21,54.4,1
14,79.66,2010,4,21,54.3,2
13,76.62,2010,4,21,54,3
12,72.27,2010,4,21,53.4,4
11,67.19,2010,4,21,52.3,5
21,53.12,2010,4,21,49.8,6
10,52.63,2010,4,21,50.9,7
20,48.69,2010,4,21,50.6,8
4,44.09,2010,4,21,45.3,9
16,44.02,2010,4,21,54.4,10
9,42.64,2010,4,21,49.1,11
5,41.14,2010,4,21,45,12
24,37.69,2010,4,21,47.6,13
22,37.45,2010,4,21,49,14
8,35.2,2010,4,21,47,15
3,34.67,2010,4,21,45.8,16
6,34.56,2010,4,21,44.6,17
19,34.07,2010,4,21,51.8,18
7,34.03,2010,4,21,45.4,19
17,34.03,2010,4,21,54.1,20
18,33.47,2010,4,21,53.2,21
1,33.46,2010,4,21,46.5,22
23,33.36,2010,4,21,48.3,23
2,31.74,2010,4,21,46.3,24
14,55.14,2010,4,22,54.6,1
13,54.63,2010,4,22,54.3,2
12,52.53,2010,4,22,53.7,3
8,48.42,2010,4,22,47.3,4
15,48.1,2010,4,22,54.8,5
10,47.59,2010,4,22,51.2,6
17,43.26,2010,4,22,54.4,7
16,43.05,2010,4,22,54.8,8
11,42.32,2010,4,22,52.6,9
9,41.16,2010,4,22,49.3,10
21,39.62,2010,4,22,50,11
18,39.62,2010,4,22,53.6,12
7,36.69,2010,4,22,45.6,13
20,34.82,2010,4,22,50.9,14
19,34.07,2010,4,22,52.1,15
22,33.86,2010,4,22,49.3,16
1,32.9,2010,4,22,46.7,17
23,32.85,2010,4,22,48.6,18
5,31.5,2010,4,22,45.2,19
2,31.41,2010,4,22,46.5,20
24,31.24,2010,4,22,47.9,21
6,31.03,2010,4,22,44.8,22
3,30.15,2010,4,22,46,23
4,29.47,2010,4,22,45.5,24
12,41.84,2010,4,23,54,1
11,40.7,2010,4,23,53,2
15,40.23,2010,4,23,55.3,3
16,40.19,2010,4,23,55.3,4
21,37.52,2010,4,23,50.6,5
10,35.18,2010,4,23,51.5,6
17,34.88,2010,4,23,55,7
14,34.57,2010,4,23,55.2,8
13,33.97,2010,4,23,54.8,9
20,33.89,2010,4,23,51.5,10
24,33.77,2010,4,23,48.5,11
9,33.68,2010,4,23,49.6,12
8,33.61,2010,4,23,47.7,13
22,33.36,2010,4,23,49.8,14
23,32.98,2010,4,23,49.1,15
18,32.93,2010,4,23,54.1,16
7,32.82,2010,4,23,46,17
1,32.67,2010,4,23,47,18
19,32.4,2010,4,23,52.8,19
4,31.15,2010,4,23,45.9,20
3,31.11,2010,4,23,46.3,21
6,31.09,2010,4,23,45.2,22
5,29.75,2010,4,23,45.5,23
2,21.87,2010,4,23,46.8,24
11,43.65,2010,4,24,53.5,1
21,41.06,2010,4,24,51.1,2
22,37.96,2010,4,24,50.3,3
20,37.35,2010,4,24,52,4
10,36.95,2010,4,24,52,5
1,36.86,2010,4,24,47.5,6
12,36.13,2010,4,24,54.6,7
9,36.05,2010,4,24,50.2,8
18,35.49,2010,4,24,54.7,9
15,34.82,2010,4,24,55.9,10
17,34.12,2010,4,24,55.6,11
13,33.89,2010,4,24,55.3,12
23,33.62,2010,4,24,49.6,13
24,33.5,2010,4,24,48.9,14
14,33.21,2010,4,24,55.7,15
16,33.1,2010,4,24,56,16
7,32.83,2010,4,24,46.4,17
8,32.45,2010,4,24,48.2,18
19,32.41,2010,4,24,53.4,19
5,31.87,2010,4,24,46,20
6,31.7,2010,4,24,45.6,21
4,30.61,2010,4,24,46.3,22
3,30.43,2010,4,24,46.8,23
2,29.83,2010,4,24,47.3,24
22,44.33,2010,4,25,50.7,1
21,42.61,2010,4,25,51.5,2
20,42.25,2010,4,25,52.5,3
13,40.73,2010,4,25,55.8,4
17,40.63,2010,4,25,56,5
15,40.47,2010,4,25,56.4,6
12,39.56,2010,4,25,55,7
11,39.18,2010,4,25,53.9,8
18,38.63,2010,4,25,55.2,9
14,38.14,2010,4,25,56.2,10
19,36.73,2010,4,25,53.8,11
16,36.64,2010,4,25,56.4,12
10,35.75,2010,4,25,52.5,13
23,33.12,2010,4,25,49.9,14
9,32.86,2010,4,25,50.6,15
1,32.4,2010,4,25,47.9,16
24,30.25,2010,4,25,49.2,17
6,29.98,2010,4,25,46.1,18
7,29.9,2010,4,25,46.9,19
8,28.93,2010,4,25,48.7,20
3,26.37,2010,4,25,47.2,21
2,26.12,2010,4,25,47.8,22
5,25.89,2010,4,25,46.4,23
4,24.44,2010,4,25,46.8,24
20,53.26,2010,4,26,52.9,1
12,49.87,2010,4,26,55.4,2
14,46.6,2010,4,26,56.6,3
11,45.44,2010,4,26,54.3,4
19,44.7,2010,4,26,54.3,5
18,44.48,2010,4,26,55.6,6
13,44.13,2010,4,26,56.2,7
10,43.22,2010,4,26,52.9,8
15,42.23,2010,4,26,56.7,9
9,41.13,2010,4,26,51,10
17,40.93,2010,4,26,56.3,11
7,40.72,2010,4,26,47.3,12
16,40.48,2010,4,26,56.8,13
8,39.59,2010,4,26,49,14
21,39.33,2010,4,26,52,15
22,39.1,2010,4,26,51.1,16
23,33.32,2010,4,26,50.4,17
24,32.35,2010,4,26,49.7,18
3,30.06,2010,4,26,47.5,19
6,29.94,2010,4,26,46.4,20
2,29.22,2010,4,26,48.1,21
1,29.07,2010,4,26,48.2,22
4,28.79,2010,4,26,47.1,23
5,28.36,2010,4,26,46.7,24
8,49.15,2010,4,27,49.6,1
22,43.74,2010,4,27,51.3,2
21,42.39,2010,4,27,52.2,3
14,41.54,2010,4,27,56.9,4
7,41.21,2010,4,27,47.8,5
19,39.87,2010,4,27,54.5,6
17,38.82,2010,4,27,56.6,7
18,38.54,2010,4,27,55.8,8
15,38.43,2010,4,27,57,9
16,37.91,2010,4,27,57.1,10
20,37.56,2010,4,27,53.2,11
13,37.28,2010,4,27,56.6,12
12,36.41,2010,4,27,55.8,13
9,36.16,2010,4,27,51.6,14
10,36.12,2010,4,27,53.4,15
11,36.02,2010,4,27,54.8,16
1,35.21,2010,4,27,48.7,17
23,35.08,2010,4,27,50.5,18
24,32.88,2010,4,27,49.9,19
2,32.48,2010,4,27,48.5,20
3,32.33,2010,4,27,48,21
4,31.54,2010,4,27,47.5,22
5,29.92,2010,4,27,47.2,23
6,29.76,2010,4,27,46.8,24
13,53.34,2010,4,28,56.8,1
7,50.68,2010,4,28,48,2
12,49.74,2010,4,28,56,3
10,49.06,2010,4,28,53.6,4
11,48.99,2010,4,28,55,5
8,48.4,2010,4,28,49.8,6
9,48.1,2010,4,28,51.8,7
22,47.53,2010,4,28,51.6,8
14,45.98,2010,4,28,57.1,9
21,43.5,2010,4,28,52.4,10
18,39.5,2010,4,28,56,11
6,38.02,2010,4,28,47.1,12
16,37.83,2010,4,28,57.3,13
23,37.25,2010,4,28,50.9,14
20,37.12,2010,4,28,53.5,15
17,35.85,2010,4,28,56.8,16
19,35.51,2010,4,28,54.8,17
15,35.39,2010,4,28,57.3,18
24,33.49,2010,4,28,50.2,19
5,33.05,2010,4,28,47.4,20
3,33.03,2010,4,28,48.3,21
4,32.21,2010,4,28,47.8,22
1,32.14,2010,4,28,48.9,23
2,31.83,2010,4,28,48.8,24
7,60.8,2010,4,29,48.3,1
8,51.78,2010,4,29,50.1,2
21,47.93,2010,4,29,52.6,3
12,46.41,2010,4,29,56.2,4
22,44.25,2010,4,29,51.8,5
11,43.68,2010,4,29,55.2,6
14,40.55,2010,4,29,57.2,7
20,39.27,2010,4,29,53.6,8
17,38.88,2010,4,29,56.9,9
15,37.76,2010,4,29,57.4,10
10,37.63,2010,4,29,53.8,11
5,37.5,2010,4,29,47.7,12
16,37.45,2010,4,29,57.5,13
9,37.4,2010,4,29,52.1,14
23,36.52,2010,4,29,51,15
19,36.33,2010,4,29,54.9,16
13,36.28,2010,4,29,56.9,17
18,36.03,2010,4,29,56.1,18
3,35.18,2010,4,29,48.5,19
1,34.32,2010,4,29,49.2,20
2,34.27,2010,4,29,49,21
4,33.82,2010,4,29,48,22
6,33.67,2010,4,29,47.3,23
24,31.05,2010,4,29,50.4,24
14,49.54,2010,4,30,57.6,1
16,48.45,2010,4,30,57.9,2
15,41.24,2010,4,30,57.9,3
20,41.07,2010,4,30,54,4
17,40.98,2010,4,30,57.3,5
21,39.19,2010,4,30,53,6
13,37.87,2010,4,30,57.3,7
11,37.63,2010,4,30,55.5,8
12,36.88,2010,4,30,56.5,9
9,35.91,2010,4,30,52.4,10
10,35.83,2010,4,30,54.2,11
19,35.75,2010,4,30,55.3,12
18,35.59,2010,4,30,56.6,13
22,35.57,2010,4,30,52.1,14
8,35.48,2010,4,30,50.4,15
7,33.38,2010,4,30,48.5,16
1,32.98,2010,4,30,49.4,17
24,32.06,2010,4,30,50.7,18
23,31.85,2010,4,30,51.4,19
6,31.23,2010,4,30,47.5,20
2,29.68,2010,4,30,49.2,21
3,24.17,2010,4,30,48.7,22
5,21.99,2010,4,30,47.9,23
4,10.23,2010,4,30,48.2,24
20,46.69,2010,5,1,54.2,1
21,46.32,2010,5,1,53.2,2
13,42.27,2010,5,1,57.5,3
18,40,2010,5,1,56.7,4
17,39.65,2010,5,1,57.6,5
16,38.77,2010,5,1,58.1,6
15,37.77,2010,5,1,58.1,7
14,37.01,2010,5,1,57.9,8
10,35.26,2010,5,1,54.4,9
24,34.95,2010,5,1,50.9,10
19,34.27,2010,5,1,55.5,11
12,34.01,2010,5,1,56.8,12
11,33.79,2010,5,1,55.8,13
23,33.61,2010,5,1,51.6,14
1,33.06,2010,5,1,49.7,15
22,32.91,2010,5,1,52.4,16
3,32.38,2010,5,1,49,17
9,31.4,2010,5,1,52.7,18
5,30.94,2010,5,1,48.2,19
6,30.81,2010,5,1,47.8,20
2,30.58,2010,5,1,49.6,21
4,30.1,2010,5,1,48.6,22
8,29.57,2010,5,1,50.7,23
7,27.73,2010,5,1,48.9,24
21,185.7,2010,5,2,53.5,1
17,103.91,2010,5,2,57.8,2
18,75.46,2010,5,2,57,3
15,73.83,2010,5,2,58.3,4
20,59.06,2010,5,2,54.5,5
14,46.18,2010,5,2,58.1,6
16,43.9,2010,5,2,58.4,7
19,42.93,2010,5,2,55.8,8
24,39.82,2010,5,2,51.3,9
13,37.64,2010,5,2,57.8,10
12,35.16,2010,5,2,57.1,11
11,34.77,2010,5,2,56.2,12
22,33.6,2010,5,2,52.7,13
1,32.19,2010,5,2,50,14
9,31.72,2010,5,2,53,15
23,31.55,2010,5,2,51.9,16
10,31.2,2010,5,2,54.8,17
3,30.75,2010,5,2,49.3,18
2,30.28,2010,5,2,49.8,19
4,30.09,2010,5,2,48.8,20
5,29.81,2010,5,2,48.5,21
8,29.12,2010,5,2,51,22
6,27.61,2010,5,2,48.1,23
7,20.82,2010,5,2,49.2,24
12,186.57,2010,5,3,57.4,1
14,186.34,2010,5,3,58.4,2
2,165.16,2010,5,3,50.2,3
15,141.97,2010,5,3,58.6,4
1,123.22,2010,5,3,50.4,5
9,116.38,2010,5,3,53.4,6
7,102.58,2010,5,3,49.5,7
21,98.25,2010,5,3,53.9,8
11,96.34,2010,5,3,56.4,9
8,94.89,2010,5,3,51.3,10
10,88.41,2010,5,3,55,11
6,74.75,2010,5,3,48.5,12
4,73.55,2010,5,3,49.2,13
5,71.6,2010,5,3,48.9,14
3,57.68,2010,5,3,49.7,15
20,55.5,2010,5,3,54.9,16
18,50.06,2010,5,3,57.3,17
23,49.44,2010,5,3,52.3,18
13,48.51,2010,5,3,58.1,19
19,42.99,2010,5,3,56.2,20
22,40.68,2010,5,3,53,21
16,40.43,2010,5,3,58.7,22
17,38.97,2010,5,3,58.1,23
24,36.02,2010,5,3,51.7,24
12,143.93,2010,5,4,57.7,1
11,131.23,2010,5,4,56.8,2
15,62.8,2010,5,4,58.9,3
14,58.35,2010,5,4,58.6,4
9,57.5,2010,5,4,53.7,5
8,55.77,2010,5,4,51.6,6
21,55.53,2010,5,4,54.3,7
10,49.56,2010,5,4,55.4,8
13,49.37,2010,5,4,58.4,9
17,46.99,2010,5,4,58.5,10
7,45.31,2010,5,4,49.8,11
22,42.13,2010,5,4,53.5,12
20,40.96,2010,5,4,55.4,13
16,39.44,2010,5,4,59,14
18,38.73,2010,5,4,57.8,15
23,35.36,2010,5,4,52.7,16
1,34.43,2010,5,4,50.8,17
19,33.35,2010,5,4,56.6,18
24,32.75,2010,5,4,52.1,19
2,32.71,2010,5,4,50.5,20
3,32.36,2010,5,4,50,21
4,30.59,2010,5,4,49.5,22
5,29.1,2010,5,4,49.1,23
6,28.62,2010,5,4,48.9,24
14,54.74,2010,5,5,58.8,1
13,53.89,2010,5,5,58.6,2
17,53.86,2010,5,5,58.5,3
21,52.69,2010,5,5,54.5,4
12,51.14,2010,5,5,57.9,5
15,50.69,2010,5,5,59.1,6
16,49.48,2010,5,5,59.1,7
9,47.75,2010,5,5,54,8
10,47.65,2010,5,5,55.8,9
18,43.99,2010,5,5,57.9,10
11,43.98,2010,5,5,57.1,11
19,43.71,2010,5,5,56.7,12
20,42.24,2010,5,5,55.5,13
24,40.68,2010,5,5,52.3,14
8,39.03,2010,5,5,52,15
22,38.76,2010,5,5,53.7,16
2,38.72,2010,5,5,51,17
23,36.8,2010,5,5,52.9,18
1,33.65,2010,5,5,51.3,19
7,31.85,2010,5,5,50.3,20
3,31.56,2010,5,5,50.4,21
4,29.81,2010,5,5,49.9,22
6,28.48,2010,5,5,49.2,23
5,28.37,2010,5,5,49.5,24
13,59.8,2010,5,6,58.8,1
14,51.22,2010,5,6,59.2,2
21,50.18,2010,5,6,54.8,3
17,47.52,2010,5,6,58.9,4
12,47.2,2010,5,6,58.1,5
15,44.79,2010,5,6,59.4,6
11,42.54,2010,5,6,57.3,7
16,41.92,2010,5,6,59.5,8
10,41.33,2010,5,6,55.9,9
20,41.31,2010,5,6,55.8,10
18,40.4,2010,5,6,58.2,11
22,40.16,2010,5,6,54,12
19,38.39,2010,5,6,57,13
23,38.24,2010,5,6,53.2,14
9,37.8,2010,5,6,54.2,15
1,36.48,2010,5,6,51.5,16
7,35.52,2010,5,6,50.4,17
8,34.74,2010,5,6,52.2,18
24,33.73,2010,5,6,52.6,19
2,32.68,2010,5,6,51.1,20
6,32.19,2010,5,6,49.5,21
5,29.87,2010,5,6,49.7,22
3,28.81,2010,5,6,50.6,23
4,27.89,2010,5,6,50,24
11,64.55,2010,5,7,57.5,1
12,56.79,2010,5,7,58.3,2
21,55.3,2010,5,7,55.1,3
8,53.18,2010,5,7,52.5,4
17,47.57,2010,5,7,59.1,5
13,46.7,2010,5,7,59.1,6
10,44.69,2010,5,7,56.2,7
7,43.89,2010,5,7,50.8,8
18,43.59,2010,5,7,58.4,9
16,43.3,2010,5,7,59.7,10
15,43.29,2010,5,7,59.6,11
9,39.42,2010,5,7,54.5,12
14,38.61,2010,5,7,59.4,13
20,38.11,2010,5,7,56.1,14
22,37.54,2010,5,7,54.2,15
23,35.95,2010,5,7,53.5,16
1,35.44,2010,5,7,51.8,17
19,34.26,2010,5,7,57.3,18
